artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
PT01-ART-0163,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A021,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_021.csv,native_raw,text/csv,2244561,2026-08-17T17:03:23.619627+00:00,2026-08-17T17:03:23.683443+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0164,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A022,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_022.csv,native_raw,text/csv,2246000,2026-08-17T17:03:24.015251+00:00,2026-08-17T17:03:24.081351+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0165,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A023,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_023.csv,native_raw,text/csv,2235877,2026-08-17T17:03:24.417612+00:00,2026-08-17T17:03:24.480259+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0166,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A024,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_024.csv,native_raw,text/csv,2236909,2026-08-17T17:03:24.825338+00:00,2026-08-17T17:03:24.887440+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0167,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A025,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_025.csv,native_raw,text/csv,2245010,2026-08-17T17:03:25.220295+00:00,2026-08-17T17:03:25.288662+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0168,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A026,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_026.csv,native_raw,text/csv,2244757,2026-08-17T17:03:25.623942+00:00,2026-08-17T17:03:25.686571+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0169,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A027,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_027.csv,native_raw,text/csv,2236580,2026-08-17T17:03:26.017090+00:00,2026-08-17T17:03:26.080196+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0170,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A028,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_028.csv,native_raw,text/csv,2236827,2026-08-17T17:03:26.420196+00:00,2026-08-17T17:03:26.488614+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0171,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A029,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_029.csv,native_raw,text/csv,2234131,2026-08-17T17:03:26.825067+00:00,2026-08-17T17:03:26.886381+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0172,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A030,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_030.csv,native_raw,text/csv,2235332,2026-08-17T17:03:27.219256+00:00,2026-08-17T17:03:27.282791+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0173,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A031,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_031.csv,native_raw,text/csv,2238878,2026-08-17T17:03:27.619867+00:00,2026-08-17T17:03:27.684714+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0174,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A032,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_032.csv,native_raw,text/csv,2238186,2026-08-17T17:03:28.026486+00:00,2026-08-17T17:03:28.091555+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0175,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A033,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_033.csv,native_raw,text/csv,2238013,2026-08-17T17:03:28.427544+00:00,2026-08-17T17:03:28.498851+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0176,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A034,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_034.csv,native_raw,text/csv,2244324,2026-08-17T17:03:28.824681+00:00,2026-08-17T17:03:28.891196+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0177,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A035,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_035.csv,native_raw,text/csv,2236262,2026-08-17T17:03:29.228746+00:00,2026-08-17T17:03:29.294859+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0178,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A036,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_036.csv,native_raw,text/csv,2235961,2026-08-17T17:03:29.626665+00:00,2026-08-17T17:03:29.692331+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0179,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A037,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_037.csv,native_raw,text/csv,2236190,2026-08-17T17:03:30.022104+00:00,2026-08-17T17:03:30.089581+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0180,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A038,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_038.csv,native_raw,text/csv,2245309,2026-08-17T17:03:30.425231+00:00,2026-08-17T17:03:30.489536+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0181,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A039,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_039.csv,native_raw,text/csv,2244418,2026-08-17T17:03:30.826417+00:00,2026-08-17T17:03:30.892474+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0182,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A040,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_040.csv,native_raw,text/csv,2238392,2026-08-17T17:03:31.223210+00:00,2026-08-17T17:03:31.291300+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0183,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A041,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_041.csv,native_raw,text/csv,2243002,2026-08-17T17:03:31.624272+00:00,2026-08-17T17:03:31.688657+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0184,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A042,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_042.csv,native_raw,text/csv,2238505,2026-08-17T17:03:32.032898+00:00,2026-08-17T17:03:32.095263+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0185,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A043,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_043.csv,native_raw,text/csv,2240344,2026-08-17T17:03:32.431325+00:00,2026-08-17T17:03:32.502661+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0186,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A044,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_044.csv,native_raw,text/csv,2244609,2026-08-17T17:03:32.827981+00:00,2026-08-17T17:03:32.890780+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0187,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A045,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_045.csv,native_raw,text/csv,2238916,2026-08-17T17:03:33.226570+00:00,2026-08-17T17:03:33.291436+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0188,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A046,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_046.csv,native_raw,text/csv,2247433,2026-08-17T17:03:33.626864+00:00,2026-08-17T17:03:33.698036+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0189,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A047,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_047.csv,native_raw,text/csv,2245885,2026-08-17T17:03:34.027633+00:00,2026-08-17T17:03:34.092616+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0190,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A048,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_048.csv,native_raw,text/csv,2235871,2026-08-17T17:03:34.430514+00:00,2026-08-17T17:03:34.494324+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0191,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A049,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_049.csv,native_raw,text/csv,2235341,2026-08-17T17:03:34.836292+00:00,2026-08-17T17:03:34.902400+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0192,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A050,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_050.csv,native_raw,text/csv,2233786,2026-08-17T17:03:35.231729+00:00,2026-08-17T17:03:35.294968+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0193,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A051,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_051.csv,native_raw,text/csv,2238497,2026-08-17T17:03:35.628958+00:00,2026-08-17T17:03:35.691509+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0194,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A052,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_052.csv,native_raw,text/csv,2243018,2026-08-17T17:03:36.028497+00:00,2026-08-17T17:03:36.095552+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0195,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A053,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_053.csv,native_raw,text/csv,2243109,2026-08-17T17:03:36.432828+00:00,2026-08-17T17:03:36.494837+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0196,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A054,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_054.csv,native_raw,text/csv,2234897,2026-08-17T17:03:36.829912+00:00,2026-08-17T17:03:36.894558+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0197,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A055,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_055.csv,native_raw,text/csv,2238445,2026-08-17T17:03:37.238793+00:00,2026-08-17T17:03:37.307986+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0198,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A056,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_056.csv,native_raw,text/csv,2242099,2026-08-17T17:03:37.738251+00:00,2026-08-17T17:03:37.804761+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0199,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A057,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_057.csv,native_raw,text/csv,2239549,2026-08-17T17:03:38.136566+00:00,2026-08-17T17:03:38.205898+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0200,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A058,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_058.csv,native_raw,text/csv,2241911,2026-08-17T17:03:38.532190+00:00,2026-08-17T17:03:38.599668+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0201,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A059,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_059.csv,native_raw,text/csv,2235983,2026-08-17T17:03:38.936938+00:00,2026-08-17T17:03:39.010796+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0202,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A060,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_060.csv,native_raw,text/csv,2236918,2026-08-17T17:03:39.438471+00:00,2026-08-17T17:03:39.504288+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0203,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A061,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_061.csv,native_raw,text/csv,2236453,2026-08-17T17:03:39.832840+00:00,2026-08-17T17:03:39.899251+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0204,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A062,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_062.csv,native_raw,text/csv,2233827,2026-08-17T17:03:40.237179+00:00,2026-08-17T17:03:40.303379+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0205,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A063,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_063.csv,native_raw,text/csv,2239302,2026-08-17T17:03:40.642075+00:00,2026-08-17T17:03:40.710228+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0206,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A064,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_064.csv,native_raw,text/csv,2238850,2026-08-17T17:03:41.042562+00:00,2026-08-17T17:03:41.107518+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0207,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A065,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_065.csv,native_raw,text/csv,2237752,2026-08-17T17:03:41.438460+00:00,2026-08-17T17:03:41.500688+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0208,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A066,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_066.csv,native_raw,text/csv,2240924,2026-08-17T17:03:41.843672+00:00,2026-08-17T17:03:41.910164+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0209,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A067,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_067.csv,native_raw,text/csv,2244277,2026-08-17T17:03:42.239930+00:00,2026-08-17T17:03:42.302626+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0210,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A068,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_068.csv,native_raw,text/csv,2241525,2026-08-17T17:03:42.638341+00:00,2026-08-17T17:03:42.701194+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0211,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A069,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_069.csv,native_raw,text/csv,2233982,2026-08-17T17:03:43.041925+00:00,2026-08-17T17:03:43.108502+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0212,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A070,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_070.csv,native_raw,text/csv,2235252,2026-08-17T17:03:43.447627+00:00,2026-08-17T17:03:43.510950+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0213,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A071,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_071.csv,native_raw,text/csv,2241220,2026-08-17T17:03:43.843733+00:00,2026-08-17T17:03:43.906492+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0214,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A072,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_072.csv,native_raw,text/csv,2236268,2026-08-17T17:03:44.240156+00:00,2026-08-17T17:03:44.310433+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0215,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A073,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_073.csv,native_raw,text/csv,2233870,2026-08-17T17:03:44.640014+00:00,2026-08-17T17:03:44.701965+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0216,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A074,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_074.csv,native_raw,text/csv,2238220,2026-08-17T17:03:45.047868+00:00,2026-08-17T17:03:45.109834+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0217,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A075,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_075.csv,native_raw,text/csv,2235924,2026-08-17T17:03:45.444572+00:00,2026-08-17T17:03:45.511603+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0218,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A076,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_076.csv,native_raw,text/csv,2241324,2026-08-17T17:03:45.849524+00:00,2026-08-17T17:03:45.913974+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0219,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A077,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_077.csv,native_raw,text/csv,2233716,2026-08-17T17:03:46.248622+00:00,2026-08-17T17:03:46.316772+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0220,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A078,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_078.csv,native_raw,text/csv,2236095,2026-08-17T17:03:46.642916+00:00,2026-08-17T17:03:46.709543+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0221,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A079,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_079.csv,native_raw,text/csv,2241220,2026-08-17T17:03:47.046164+00:00,2026-08-17T17:03:47.110551+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0222,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A080,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_080.csv,native_raw,text/csv,2234240,2026-08-17T17:03:47.446434+00:00,2026-08-17T17:03:47.509096+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0223,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A081,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_081.csv,native_raw,text/csv,2240631,2026-08-17T17:03:47.851554+00:00,2026-08-17T17:03:47.918018+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0224,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A082,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_082.csv,native_raw,text/csv,2233323,2026-08-17T17:03:48.243538+00:00,2026-08-17T17:03:48.307132+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0225,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A083,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_083.csv,native_raw,text/csv,2233485,2026-08-17T17:03:48.651639+00:00,2026-08-17T17:03:48.713757+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0226,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A084,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_084.csv,native_raw,text/csv,2238556,2026-08-17T17:03:49.047645+00:00,2026-08-17T17:03:49.114398+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0227,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A085,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_085.csv,native_raw,text/csv,2236029,2026-08-17T17:03:49.545165+00:00,2026-08-17T17:03:49.615591+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0228,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A086,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_086.csv,native_raw,text/csv,2235318,2026-08-17T17:03:49.952767+00:00,2026-08-17T17:03:50.016009+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0229,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A087,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_087.csv,native_raw,text/csv,2238014,2026-08-17T17:03:50.347114+00:00,2026-08-17T17:03:50.412997+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0230,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A088,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_088.csv,native_raw,text/csv,2233293,2026-08-17T17:03:50.750355+00:00,2026-08-17T17:03:50.814426+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0231,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A089,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_089.csv,native_raw,text/csv,2236543,2026-08-17T17:03:51.149364+00:00,2026-08-17T17:03:51.213071+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0232,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A090,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_090.csv,native_raw,text/csv,2233011,2026-08-17T17:03:51.550964+00:00,2026-08-17T17:03:51.616769+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0233,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A091,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_091.csv,native_raw,text/csv,2233995,2026-08-17T17:03:51.949961+00:00,2026-08-17T17:03:52.012113+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0234,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A092,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_092.csv,native_raw,text/csv,2238660,2026-08-17T17:03:52.348906+00:00,2026-08-17T17:03:52.410792+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0235,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A093,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_093.csv,native_raw,text/csv,2239597,2026-08-17T17:03:52.756593+00:00,2026-08-17T17:03:52.823074+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0236,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A094,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_094.csv,native_raw,text/csv,2237322,2026-08-17T17:03:53.149344+00:00,2026-08-17T17:03:53.219325+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0237,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A095,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_095.csv,native_raw,text/csv,2239090,2026-08-17T17:03:53.555931+00:00,2026-08-17T17:03:53.618649+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0238,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A096,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_096.csv,native_raw,text/csv,2234663,2026-08-17T17:03:53.955987+00:00,2026-08-17T17:03:54.021608+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0239,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A097,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_097.csv,native_raw,text/csv,2233011,2026-08-17T17:03:54.360062+00:00,2026-08-17T17:03:54.425851+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0240,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A098,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_098.csv,native_raw,text/csv,2238733,2026-08-17T17:03:54.754693+00:00,2026-08-17T17:03:54.819725+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0241,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A099,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_099.csv,native_raw,text/csv,2232712,2026-08-17T17:03:55.152631+00:00,2026-08-17T17:03:55.219088+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0242,system_recalibration_001,PT-01,PT01-TC08-1000000NS-A100,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/1000000ns/attempt_100.csv,native_raw,text/csv,2233420,2026-08-17T17:03:55.553061+00:00,2026-08-17T17:03:55.616166+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0243,system_recalibration_001,PT-01,PT01-TC08-0100000NS-A001,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/100000ns/attempt_001.csv,native_raw,text/csv,2272990,2026-08-17T17:02:28.958201+00:00,2026-08-17T17:02:29.023823+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0244,system_recalibration_001,PT-01,PT01-TC08-0100000NS-A002,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/100000ns/attempt_002.csv,native_raw,text/csv,2274242,2026-08-17T17:02:29.354533+00:00,2026-08-17T17:02:29.418051+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0245,system_recalibration_001,PT-01,PT01-TC08-0100000NS-A003,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/100000ns/attempt_003.csv,native_raw,text/csv,2274105,2026-08-17T17:02:29.753887+00:00,2026-08-17T17:02:29.819587+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0246,system_recalibration_001,PT-01,PT01-TC08-0100000NS-A004,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/100000ns/attempt_004.csv,native_raw,text/csv,2273198,2026-08-17T17:02:30.158398+00:00,2026-08-17T17:02:30.226347+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0247,system_recalibration_001,PT-01,PT01-TC08-0100000NS-A005,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/100000ns/attempt_005.csv,native_raw,text/csv,2271672,2026-08-17T17:02:30.560601+00:00,2026-08-17T17:02:30.626429+00:00,PicoScopeService,,true,No content hash is used as an operational gate
