campaign_id,phase_id,acquisition_id,condition_set_id,condition_name,value_text,value_number,unit,source,uncertainty_value,uncertainty_unit,uncertainty_type,notes
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,signal_input_index,,1,index,prospective plan,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,range_requested,,1.0,V,prospective plan,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,filter_order_readback,,1,count,device readback,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,timeconstant_readback,,5.600017467592051e-06,s,device readback,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,output_rate_readback,,230263.15789473685,Sa/s,device readback,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,range_readback,,1.0144783062439409,V,device readback,,,,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-COND-SELECTED-MBCO-IN2,t660_safe_idle_after,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,acquisition_status,CAPTURED,,,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,filter_order_requested,,4,count,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,timeconstant_requested,,0.001,s,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,output_rate_requested,,899.4654605263158,Sa/s,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,signal_input_index,,1,index,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,range_requested,,1.0,V,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,filter_order_readback,,4,count,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,timeconstant_readback,,0.0010018887078828383,s,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,output_rate_readback,,899.4654605263158,Sa/s,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,range_readback,,1.0144783062439409,V,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-COND-RANGE-LOW-IN2,t660_safe_idle_after,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,acquisition_status,CAPTURED,,,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,filter_order_requested,,4,count,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,timeconstant_requested,,0.001,s,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,output_rate_requested,,899.4654605263158,Sa/s,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,signal_input_index,,1,index,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,range_requested,,1.0,V,prospective plan,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,filter_order_readback,,4,count,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,timeconstant_readback,,0.0010018887078828383,s,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,output_rate_readback,,899.4654605263158,Sa/s,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,range_readback,,1.0144783062439409,V,device readback,,,,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-COND-RANGE-HIGH-IN2,t660_safe_idle_after,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-CONFIG-RELOAD-001,HF01-COND-CONFIG-RELOAD,acquisition_status,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-CONFIG-RELOAD-001,HF01-COND-CONFIG-RELOAD,t660_safe_idle_after,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-PRE-RESTORATION-SAFE-STATE-001,HF01-COND-PRE-RESTORATION-SAFE,acquisition_status,PASS_ELECTRONIC_SAFE_IDLE,,,device readback,,,,
system_recalibration_001,HF-01,HF01-PRE-RESTORATION-SAFE-STATE-001,HF01-COND-PRE-RESTORATION-SAFE,t660_safe_idle,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-FINAL-RESTORATION-STATE-001,HF01-COND-FINAL-RESTORATION,acquisition_status,FAIL,,,device readback,,,,
system_recalibration_001,HF-01,HF01-FINAL-RESTORATION-STATE-R1-001,HF01-COND-FINAL-RESTORATION-R1,acquisition_status,PASS_FINAL_RESTORATION,,,device readback,,,,
system_recalibration_001,HF-01,HF01-FINAL-RESTORATION-STATE-R1-001,HF01-COND-FINAL-RESTORATION-R1,t660_safe_idle,PASS,,,device readback,,,,
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-COND-SUPPORTED-SPACE,supported_range_count,,11,count,device readback,,,,
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-COND-SUPPORTED-SPACE,supported_order_count,,8,count,device readback,,,,
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-COND-SUPPORTED-SPACE,dual_channel_rate_count,,21,count,device readback,,,,
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-COND-SUPPORTED-SPACE,timeconstant_minimum,,7.831859283193598e-07,s,device readback,,,,
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-COND-SUPPORTED-SPACE,timeconstant_maximum,,582.8884184714285,s,device readback,,,,
